2747.74,2345.49
3971.65,2312.35
3443.3,2313.36
3217.35,2302.99
2128.68,2232.53
5948.26,818.48
6059.97,1405.43
3589.18,762.37
3571.69,1073.02
5313.92,1376.55
4716.1,1354.11
5794.84,1397.11
5402.91,823.56
5952.71,847.74
3349.54,1039.11
2667.39,634.11
4738.45,796.3
2649.4,931.9
5271.9,2336.46
5763.65,2391.43
4999.85,2305.5
5044.81,1368.07
6280.77,2173.99
6237.1,2056.81
5628.48,1389.98
5656.65,835.81
5439.98,1313.35
5632.49,1321.37
5653.82,894.35
5446.73,1121.99
5642.04,1130.12
2611.77,1634.87
2601.05,2258.6
1107.85,824.05
2123.93,1644.46
2124.15,1115.19
2121.28,853.69
2629.45,1206.58
1926.87,836.97
1922.84,1085.42
5772.76,2116.54
6263.68,2238.14
6220.5,2197.31
5926.12,1401.74
6095.09,1554.37
5785.71,1789.04
6147.2,1738.85
5387.63,1751.25
5395.59,1555.67
5590.7,1500.92
5594.87,1388.94
5587.11,1598.7
5338.43,1654.31
5391.48,1656.62
5568.26,1662.58
5389.29,1709.9
5556.96,1715.01
5341.94,1553.42
5588.36,1564.45
3933.33,887.05
3928.5,785.05
2304.87,885.03
2307.87,583.19
2297.56,1362.29
2299.26,1162.74
5451.41,3456.48
5266.31,3429.41
1064.8,3387.34
2127.17,555.6
2234.09,573.18
2231.81,596.1
2276.67,664.79
2307.11,666.99
571.05,828.47
540.25,792.77
1099.08,1665.62
1559.59,2288.78
5402.43,802.26
4357.81,2377.98
2662.1,2326.61
2654.1,2286.02
2842.99,3174.99
2748.13,2337.59
2650.24,2333.43
3668.28,2360.62
4323.79,3409.07
5493.97,2441.91
5463.19,3457.03
5502.56,2442.26
5305.87,3446.44
5349.82,2436.22
6454.6,2579.43
5004.16,2206.9
3553.24,1471.95
3131.36,701.02
3115.61,1003.14
1000.05,1665.95
5269.19,2422.73
4357.34,2392.22
4357.55,2385.96
5011.66,2409.34
5225.18,2420.92
5190.13,3447.7
5287.92,2887.28
5042.74,3441.17
5077.82,2414.9
5061.05,2874.05
5205.97,2882.78
4907.73,2863.87
4927.79,2405.86
4842.79,2402.31
4689.63,2395.93
4680.45,2930.12
4472.82,3415.95
4550.18,2390.13
3838.4,779.03
3844.82,1091.64
3578.74,959.7
3840.41,974.13
3590.19,737.35
4476.05,1381.2
4477.89,1338.95
4238.68,1128.26
4889.64,846.44
4892.15,801.15
4870.96,845.92
4872.57,800.23
4935.46,895.83
4937.98,847.78
4819.2,891.47
4972.89,849.4
4975.17,805.05
4969.8,897.0
4868.55,1104.71
4877.39,893.65
5009.15,996.61
5052.02,836.2
5064.04,998.36
5053.41,808.71
5020.54,834.87
5275.12,818.61
5097.21,850.03
5273.77,848.76
5782.63,1327.23
5691.78,1323.68
5697.21,1198.69
5638.77,1195.73
5788.08,1203.31
5695.0,1249.49
5785.87,1253.43
3100.72,1949.45
2605.24,1961.42
4193.65,1441.84
4734.45,2195.27
5015.0,2000.48
5283.76,2007.72
5776.89,1951.77
2127.69,1972.26
5936.37,1925.83
6191.6,1887.37
1651.77,1959.44
1651.51,1653.26
2970.0,1418.6
1659.19,1298.05
1653.17,2294.5
1588.06,3409.15
1103.28,1992.05
1100.91,1297.24
2123.75,1350.32
2615.81,1402.53
1921.93,1327.78
1657.27,1047.25
3145.41,2132.82
1663.08,821.28
1676.44,495.84
2937.84,1227.98
3324.98,1435.92
2942.89,975.0
2956.46,674.49
2958.87,621.94
4105.16,1109.37
3997.53,1461.42
3296.74,1954.23
3554.9,1443.87
4020.66,791.9
4013.7,767.66
129.65,1310.5
801.73,2067.96
29.87,2104.96
1093.27,500.71
3529.01,1958.89
3983.68,1970.68
4304.84,1979.54
4743.15,1992.01
4259.01,3401.72
